Regisoft Contabilidad y Gestión;;;;;;;;;;;;Pág. 1 / 1;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
EPL CONSULTORES SRL, Av. Dr. Honorio Pueyrredon 328 - Dto:8, 1405 CABA, Capital.  Responsable Inscripto 30-71193999-3;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Libro Mayor;;;;;;;;;;;;;;
Desde  01/01/2026  hasta  31/12/2026;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
01.01.01.01 - CAJA (A);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      460);;;19/03/26;Pagos: s/ O.Pago Nº6144 - NUBI S.A.;;;45.518,23;;;;-85.122.969,20;;;
      461);;;19/03/26;Pagos: s/ O.Pago Nº6145 - ARQUETIPONET S.R.L.;;;270.459,20;;;;-84.852.510,00;;;
      463);;;19/03/26;Pagos: s/ O.Pago Nº6156 - YOMHA GALILEO;;;5.000.000,00;;;;-79.852.510,00;;;
      464);;;19/03/26;Pagos: s/ O.Pago Nº6170 - YOMHA GALILEO;;;2.000.000,00;;;;-77.852.510,00;;;
      470);;;24/03/26;Pagos: s/ O.Pago Nº6177 - LUCAS LEONARDO EIROS;;;1.000.000,00;;;;-76.852.510,00;;;
      471);;;25/03/26;Pagos: s/ O.Pago Nº6157 - RODRIGUEZ PILAR;;;1.961.610,00;;;;-74.890.900,00;;;
      472);;;25/03/26;Pagos: s/ O.Pago Nº6158 - MERCEDES FRATTINI;;;2.547.986,80;;;;-72.342.913,20;;;
      473);;;25/03/26;Pagos: s/ O.Pago Nº6159 - ANDREACCHIO RODOLFO;;;900.000,00;;;;-71.442.913,20;;;
      474);;;25/03/26;Pagos: s/ O.Pago Nº6160 - SACCOL EMILIANO;;;548.704,75;;;;-70.894.208,45;;;
      475);;;25/03/26;Pagos: s/ O.Pago Nº6161 - DAURAT MERCEDES MARIA;;;6.050.000,00;;;;-64.844.208,45;;;
      480);;;25/03/26;Pagos: s/ O.Pago Nº6171 - YOMHA FRANCO;;;715.000,00;;;;-64.129.208,45;;;
      485);;;25/03/26;Pagos: s/ O.Pago Nº6231 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;434.346,73;;;;-63.694.861,72;;;
      487);;;26/03/26;Compras: s/F A  Nº -00044516 - DINAMICA COMERCIAL  SRL;;;;;19.000,00;;-63.713.861,72;;;
      488);;;26/03/26;Compras: s/F A  Nº -00241398 - GALENO ARGENTINA SOCIEDAD ANONIMA;;;;;176.253,64;;-63.890.115,36;;;
      489);;;26/03/26;Pagos: s/ O.Pago Nº6167 - DINAMICA COMERCIAL  SRL;;;19.000,00;;;;-63.871.115,36;;;
      491);;;27/03/26;Compras: s/F C  Nº -00000070 - LUCAS LEONARDO EIROS;;;;;12.000.000,00;;-75.871.115,36;;;
      492);;;28/03/26;Compras: s/F A  Nº -00224458 - TELEFONICA MOVILES ARGENT;;;;;194.518,32;;-76.065.633,68;;;
      493);;;30/03/26;Compras: s/OC  Nº -0003910072110403 - BANCO SANTANDER RIO SA;;;;;62.453,29;;-76.128.086,97;;;
      494);;;30/03/26;Compras: s/OC  Nº -0003910073031703 - BANCO SANTANDER RIO SA;;;;;258.485,24;;-76.386.572,21;;;
      495);;;30/03/26;Pagos: s/ O.Pago Nº6164 - BANCO SANTANDER RIO SA;;;258.485,24;;;;-76.128.086,97;;;
      496);;;30/03/26;Pagos: s/ O.Pago Nº6165 - BANCO SANTANDER RIO SA;;;62.453,29;;;;-76.065.633,68;;;
      500);;;31/03/26;Compras: s/F A  Nº -00006573 - WNS & ASOCIADOS S.R.L.;;;;;2.389.145,00;;-78.454.778,68;;;
      503);;;31/03/26;Compras: s/F A  Nº -00006272 - GOLAWARE S.R.L.;;;;;734.349,00;;-79.189.127,68;;;
      504);;;31/03/26;Compras: s/F A  Nº -00011241 - NUBI S.A.;;;;;1.625,01;;-79.190.752,69;;;
      505);;;31/03/26;Compras: s/F C  Nº -00000071 - LUCAS LEONARDO EIROS;;;;;6.000.000,00;;-85.190.752,69;;;
      506);;;31/03/26;Compras: s/F C  Nº -00000095 - YOMHA DANTE;;;;;5.800.000,00;;-90.990.752,69;;;
      507);;;31/03/26;Compras: s/F C  Nº -00000172 - YOMHA GALILEO;;;;;5.800.000,00;;-96.790.752,69;;;
      508);;;31/03/26;Compras: s/F C  Nº -00000092 - YOMHA FRANCO;;;;;5.800.000,00;;-102.590.752,69;;;
      509);;;31/03/26;Compras: s/F A  Nº -00000435 - SANDJIAN & ASOCIADOS;;;;;2.904.000,00;;-105.494.752,69;;;
      510);;;31/03/26;Compras: s/F A  Nº -00000436 - SANDJIAN & ASOCIADOS;;;;;931.700,00;;-106.426.452,69;;;
      512);;;31/03/26;Pagos: s/ O.Pago Nº6222 - BANCO BBVA ARGENTINA;;;74.340,00;;;;-106.352.112,69;;;
      514);;;31/03/26;Pagos: s/ O.Pago Nº6226 - BANCO GALICIA;;;120.688,56;;;;-106.231.424,13;;;
      517);;;31/03/26;Compras: s/OC  Nº -00202603 - BANCO MACRO CTA CTE;;;;;74.964,07;;-106.306.388,20;;;
      518);;;31/03/26;Pagos: s/ O.Pago Nº6235 - BANCO MACRO CTA CTE;;;74.964,07;;;;-106.231.424,13;;;
      519);;;31/03/26;Pagos: s/ O.Pago Nº6254 - YOMHA FRANCO;;;5.800.000,00;;;;-100.431.424,13;;;
      526);;;31/03/26;Pago proveedores;;;2.019.064,83;;;;-98.412.359,30;;;
      543);;;01/04/26;Compras: s/F A  Nº -00000494 - DAURAT MERCEDES MARIA;;;;;6.050.000,00;;-104.462.359,30;;;
      544);;;01/04/26;Compras: s/F A  Nº -00000495 - DAURAT MERCEDES MARIA;;;;;6.050.000,00;;-110.512.359,30;;;
      545);;;01/04/26;Compras: s/F A  Nº -00000496 - DAURAT MERCEDES MARIA;;;;;6.050.000,00;;-116.562.359,30;;;
      546);;;01/04/26;Compras: s/F A  Nº -00001668 - SACCOL EMILIANO;;;;;603.548,00;;-117.165.907,30;;;
      547);;;01/04/26;Compras: s/F A  Nº -00004564 - ARQUETIPONET S.R.L.;;;;;267.555,20;;-117.433.462,50;;;
      548);;;01/04/26;Compras: s/F A  Nº -00002436 - CESAR AUGUSTO ARCARO MALITO;;;;;484.000,00;;-117.917.462,50;;;
      549);;;01/04/26;Compras: s/F A  Nº -00002437 - CESAR AUGUSTO ARCARO MALITO;;;;;1.158.559,86;;-119.076.022,36;;;
      550);;;01/04/26;Compras: s/F A  Nº -00002438 - CESAR AUGUSTO ARCARO MALITO;;;;;607.568,83;;-119.683.591,19;;;
      551);;;01/04/26;Compras: s/F A  Nº -00002439 - CESAR AUGUSTO ARCARO MALITO;;;;;1.349.722,24;;-121.033.313,43;;;
      552);;;01/04/26;Compras: s/F A  Nº -00002440 - CESAR AUGUSTO ARCARO MALITO;;;;;707.817,69;;-121.741.131,12;;;
      553);;;01/04/26;Compras: s/F A  Nº -00002441 - CESAR AUGUSTO ARCARO MALITO;;;;;2.801.784,58;;-124.542.915,70;;;
      554);;;01/04/26;Compras: s/F A  Nº -00003697 - FUNDACION CONSENSO;;;;;261.987,99;;-124.804.903,69;;;
      555);;;01/04/26;Compras: s/F C  Nº -00000043 - MARIA SOLEDAD PASCALE;;;;;2.500.000,00;;-127.304.903,69;;;
      556);;;01/04/26;Compras: s/F C  Nº -00001257 - LUCIANO ORSI;;;;;502.125,00;;-127.807.028,69;;;
      557);;;01/04/26;Compras: s/F C  Nº -00001258 - LUCIANO ORSI;;;;;595.432,00;;-128.402.460,69;;;
      558);;;01/04/26;Compras: s/F C  Nº -00001259 - LUCIANO ORSI;;;;;916.933,00;;-129.319.393,69;;;
      559);;;01/04/26;Compras: s/F C  Nº -00001260 - LUCIANO ORSI;;;;;794.013,00;;-130.113.406,69;;;
      560);;;01/04/26;Compras: s/F C  Nº -00001261 - LUCIANO ORSI;;;;;584.975,00;;-130.698.381,69;;;
      561);;;01/04/26;Compras: s/F C  Nº -00001262 - LUCIANO ORSI;;;;;693.678,00;;-131.392.059,69;;;
      562);;;01/04/26;Compras: s/F C  Nº -00001263 - LUCIANO ORSI;;;;;1.068.226,00;;-132.460.285,69;;;
      563);;;01/04/26;Compras: s/F C  Nº -00001264 - LUCIANO ORSI;;;;;925.025,00;;-133.385.310,69;;;
      564);;;01/04/26;Compras: s/NC A  Nº -00000052 - DAURAT MERCEDES MARIA;;;6.050.000,00;;;;-127.335.310,69;;;
      565);;;01/04/26;Compras: s/NC A  Nº -00000086 - CESAR AUGUSTO ARCARO MALITO;;;1.158.559,86;;;;-126.176.750,83;;;
      566);;;01/04/26;Compras: s/NC A  Nº -00000087 - CESAR AUGUSTO ARCARO MALITO;;;607.568,83;;;;-125.569.182,00;;;
      567);;;01/04/26;Compras: s/NC C  Nº -00000085 - LUCIANO ORSI;;;502.125,00;;;;-125.067.057,00;;;
      568);;;01/04/26;Compras: s/NC C  Nº -00000086 - LUCIANO ORSI;;;595.432,00;;;;-124.471.625,00;;;
      569);;;01/04/26;Compras: s/NC C  Nº -00000087 - LUCIANO ORSI;;;916.933,00;;;;-123.554.692,00;;;
      570);;;01/04/26;Compras: s/NC C  Nº -00000088 - LUCIANO ORSI;;;794.013,00;;;;-122.760.679,00;;;
      572);;;01/04/26;Compras: s/F A  Nº -00004118 - CRAVERO NEGOCIOS S.A.;;;;;12.100,00;;-122.772.779,00;;;
      573);;;01/04/26;Compras: s/F A  Nº -00004119 - CRAVERO NEGOCIOS S.A.;;;;;15.026,51;;-122.787.805,51;;;
      574);;;01/04/26;Compras: s/OC  Nº -0000001331810112 - BANCO BBVA ARGENTINA;;;;;2.076.818,93;;-124.864.624,44;;;
      575);;;01/04/26;Compras: s/OC  Nº -0000001331810113 - BANCO BBVA ARGENTINA;;;;;2.080.904,53;;-126.945.528,97;;;
      576);;;01/04/26;Compras: s/OC  Nº -00202601 - BANCO BBVA ARGENTINA;;;;;77.668,96;;-127.023.197,93;;;
      577);;;01/04/26;Compras: s/OC  Nº -00202602 - BANCO BBVA ARGENTINA;;;;;75.232,54;;-127.098.430,47;;;
      578);;;01/04/26;Compras: s/OC  Nº -00202603 - BANCO BBVA ARGENTINA;;;;;74.340,00;;-127.172.770,47;;;
      579);;;01/04/26;Compras: s/OC  Nº -00202603 - BANCO GALICIA;;;;;120.688,56;;-127.293.459,03;;;
      580);;;01/04/26;Compras: s/OC  Nº -00202602 - BANCO GALICIA;;;;;81.177,17;;-127.374.636,20;;;
      581);;;01/04/26;Compras: s/OC  Nº -00202601 - BANCO GALICIA;;;;;72.243,39;;-127.446.879,59;;;
      582);;;01/04/26;Compras: s/OC  Nº -20260219 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;;;531.460,36;;-127.978.339,95;;;
      583);;;01/04/26;Compras: s/OC  Nº -20260320 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;;;576.441,57;;-128.554.781,52;;;
      584);;;01/04/26;Compras: s/OC  Nº -20260321 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;;;434.346,73;;-128.989.128,25;;;
      585);;;01/04/26;Pagos: s/ O.Pago Nº6244 - CRAVERO NEGOCIOS S.A.;;;27.126,51;;;;-128.962.001,74;;;
      586);;;03/04/26;Compras: s/F C  Nº -00000144 - MORABITO FEDERICO JAVIER;;;;;238.200,00;;-129.200.201,74;;;
      588);;;06/04/26;Compras: s/F A  Nº -00029025 - MINDER S A;;;;;59.584,21;;-129.259.785,95;;;
      589);;;06/04/26;Compras: s/F C  Nº -00000138 - MERCEDES FRATTINI;;;;;1.047.986,80;;-130.307.772,75;;;
      590);;;06/04/26;Compras: s/F C  Nº -00000139 - MERCEDES FRATTINI;;;;;1.500.000,00;;-131.807.772,75;;;
      592);;;06/04/26;Compras: s/OC  Nº -0003910089764906 - BANCO SANTANDER RIO SA;;;;;1.106.514,72;;-132.914.287,47;;;
      593);;;06/04/26;Pagos: s/ O.Pago Nº6237 - BANCO SANTANDER RIO SA;;;1.106.514,72;;;;-131.807.772,75;;;
      597);;;07/04/26;Pagos: s/ O.Pago Nº6178 - LUCAS LEONARDO EIROS;;;5.000.000,00;;;;-126.807.772,75;;;
      598);;;07/04/26;Compras: s/F C  Nº -00000209 - RODRIGUEZ PILAR;;;;;1.961.410,00;;-128.769.182,75;;;
      599);;;07/04/26;Pagos: s/ O.Pago Nº6180 - MORABITO FEDERICO JAVIER;;;238.200,00;;;;-128.530.982,75;;;
      602);;;08/04/26;Compras: s/OC  Nº -0000133181011214 - BANCO BBVA ARGENTINA;;;;;2.072.982,97;;-130.603.965,72;;;
      605);;;08/04/26;Pagos: s/ O.Pago Nº6257 - YOMHA DANTE;;;11.600.000,00;;;;-119.003.965,72;;;
      606);;;08/04/26;Pagos: s/ O.Pago Nº6219 - BANCO BBVA ARGENTINA;;;2.072.982,97;;;;-116.930.982,75;;;
      607);;;09/04/26;Pagos: s/ O.Pago Nº6197 - TELEFONICA MOVILES ARGENT;;;194.518,32;;;;-116.736.464,43;;;
      609);;;09/04/26;Compras: s/OC  Nº -0003910086606310 - BANCO SANTANDER RIO SA;;;;;141.880,46;;-116.878.344,89;;;
      610);;;09/04/26;Pagos: s/ O.Pago Nº6238 - BANCO SANTANDER RIO SA;;;141.880,46;;;;-116.736.464,43;;;
      614);;;09/04/26;Pagos: s/ O.Pago Nº6195 - LUCIANO ORSI;;;2.808.503,00;;;;-113.927.961,43;;;
      615);;;09/04/26;Pagos: s/ O.Pago Nº6196 - CESAR AUGUSTO ARCARO MALITO;;;4.740.400,54;;;;-109.187.560,89;;;
      620);;;13/04/26;Compras: s/F C  Nº -00000861 - MATTIOLI SAMANTA GABRIELA SOLANGE;;;;;210.000,00;;-109.397.560,89;;;
      621);;;13/04/26;Compras: s/F C  Nº -00000862 - MATTIOLI SAMANTA GABRIELA SOLANGE;;;;;210.000,00;;-109.607.560,89;;;
      623);;;14/04/26;Pagos: s/ O.Pago Nº6198 - MARIA SOLEDAD PASCALE;;;2.500.000,00;;;;-107.107.560,89;;;
      624);;;14/04/26;Compras: s/F C  Nº -00000031 - ANDREACCHIO RODOLFO;;;;;900.000,00;;-108.007.560,89;;;
      626);;;14/04/26;Compras: s/OC  Nº -0003910082817113 - BANCO SANTANDER RIO SA;;;;;362.256,33;;-108.369.817,22;;;
      627);;;14/04/26;Pagos: s/ O.Pago Nº6239 - BANCO SANTANDER RIO SA;;;362.256,33;;;;-108.007.560,89;;;
      629);;;14/04/26;Pagos: s/ O.Pago Nº6199 - MATTIOLI SAMANTA GABRIELA SOLANGE;;;420.000,00;;;;-107.587.560,89;;;
      630);;;14/04/26;Pagos: s/ O.Pago Nº6255 - YOMHA FRANCO;;;5.800.000,00;;;;-101.787.560,89;;;
      635);;;16/04/26;Compras: s/F A  Nº -00011544 - NUBI S.A.;;;;;45.375,00;;-101.832.935,89;;;
      648);;;21/04/26;Pagos: s/ O.Pago Nº6204 - RODRIGUEZ PILAR;;;1.961.410,00;;;;-99.871.525,89;;;
      649);;;21/04/26;Pagos: s/ O.Pago Nº6205 - SANDJIAN & ASOCIADOS;;;3.835.700,00;;;;-96.035.825,89;;;
      651);;;21/04/26;Pagos: s/ O.Pago Nº6203 - NUBI S.A.;;;92.375,01;;;;-95.943.450,88;;;
      654);;;23/04/26;Pagos: s/ O.Pago Nº6206 - DAURAT MERCEDES MARIA;;;6.050.000,00;;;;-89.893.450,88;;;
      655);;;23/04/26;Pagos: s/ O.Pago Nº6207 - WNS & ASOCIADOS S.R.L.;;;2.256.287,00;;;;-87.637.163,88;;;
      656);;;23/04/26;Pagos: s/ O.Pago Nº6208 - MINDER S A;;;59.584,21;;;;-87.577.579,67;;;
      657);;;23/04/26;Pagos: s/ O.Pago Nº6209 - FABIOLA LANDIN;;;726.000,00;;;;-86.851.579,67;;;
      658);;;23/04/26;Compras: s/F A  Nº -00243553 - GALENO ARGENTINA SOCIEDAD ANONIMA;;;;;180.413,19;;-87.031.992,86;;;
      662);;;24/04/26;Pagos: s/ O.Pago Nº6210 - MERCEDES FRATTINI;;;2.547.986,80;;;;-84.484.006,06;;;
      663);;;24/04/26;Compras: s/F C  Nº -00000221 - MAGNALDI DIEGO FERNANDO;;;;;552.000,00;;-85.036.006,06;;;
      666);;;24/04/26;Compras: s/F A  Nº -00092411 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;;;733.783,39;;-85.769.789,45;;;
      667);;;24/04/26;Compras: s/F A  Nº -00092415 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;;;567.064,83;;-86.336.854,28;;;
      668);;;27/04/26;Compras: s/F C  Nº -00000072 - LUCAS LEONARDO EIROS;;;;;6.000.000,00;;-92.336.854,28;;;
      669);;;27/04/26;Pagos: s/ O.Pago Nº6253 - YOMHA GALILEO;;;5.800.000,00;;;;-86.536.854,28;;;
      671);;;28/04/26;Pagos: s/ O.Pago Nº6214 - FABIOLA LANDIN;;;1.452.000,00;;;;-85.084.854,28;;;
      672);;;28/04/26;Pagos: s/ O.Pago Nº6215 - GOLAWARE S.R.L.;;;734.349,00;;;;-84.350.505,28;;;
      675);;;28/04/26;Compras: s/F A  Nº -00001676 - SACCOL EMILIANO;;;;;228.085,00;;-84.578.590,28;;;
      676);;;28/04/26;Compras: s/F A  Nº -00000006 - WNS & ASOCIADOS S.R.L.;;;;;2.389.145,00;;-86.967.735,28;;;
      677);;;28/04/26;Compras: s/F A  Nº -00227019 - TELEFONICA MOVILES ARGENT;;;;;199.656,15;;-87.167.391,43;;;
      681);;;28/04/26;Compras: s/OC  Nº -0003910073031723 - BANCO SANTANDER RIO SA;;;;;171.695,62;;-87.339.087,05;;;
      682);;;28/04/26;Pagos: s/ O.Pago Nº6240 - BANCO SANTANDER RIO SA;;;171.695,62;;;;-87.167.391,43;;;
      685);;;28/04/26;Compras: s/F A  Nº -00006295 - CONTATECH;;;;;39.930,00;;-87.207.321,43;;;
      686);;;29/04/26;Compras: s/F C  Nº -00000140 - MERCEDES FRATTINI;;;;;1.500.000,00;;-88.707.321,43;;;
      687);;;29/04/26;Compras: s/F C  Nº -00000141 - MERCEDES FRATTINI;;;;;1.047.986,80;;-89.755.308,23;;;
      688);;;29/04/26;Compras: s/NC A  Nº -00001335 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;733.783,39;;;;-89.021.524,84;;;
      691);;;30/04/26;Pagos: s/ O.Pago Nº6223 - BANCO BBVA ARGENTINA;;;79.059,00;;;;-88.942.465,84;;;
      693);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO BBVA ARGENTINA;;;;;79.059,00;;-89.021.524,84;;;
      694);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO GALICIA;;;;;76.877,35;;-89.098.402,19;;;
      695);;;30/04/26;Pagos: s/ O.Pago Nº6227 - BANCO GALICIA;;;76.877,35;;;;-89.021.524,84;;;
      698);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO MACRO CTA CTE;;;;;72.782,37;;-89.094.307,21;;;
      699);;;30/04/26;Pagos: s/ O.Pago Nº6236 - BANCO MACRO CTA CTE;;;72.782,37;;;;-89.021.524,84;;;
      700);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO SANTANDER RIO SA;;;;;1.019.780,36;;-90.041.305,20;;;
      703);;;30/04/26;Pagos: s/ O.Pago Nº6241 - BANCO SANTANDER RIO SA;;;1.019.780,36;;;;-89.021.524,84;;;
      704);;;30/04/26;Compras: s/F A  Nº -00051203 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;;;128.637,52;;-89.150.162,36;;;
      705);;;30/04/26;Compras: s/F C  Nº -00000096 - YOMHA DANTE;;;;;5.800.000,00;;-94.950.162,36;;;
      706);;;30/04/26;Compras: s/F C  Nº -00000175 - YOMHA GALILEO;;;;;3.300.000,00;;-98.250.162,36;;;
      707);;;30/04/26;Compras: s/F C  Nº -00000093 - YOMHA FRANCO;;;;;5.800.000,00;;-104.050.162,36;;;
      708);;;30/04/26;Pagos: s/ O.Pago Nº6249 - LUCAS LEONARDO EIROS;;;6.000.000,00;;;;-98.050.162,36;;;
      709);;;30/04/26;Pagos: s/ O.Pago Nº6248 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;128.637,52;;;;-97.921.524,84;;;
      710);;;30/04/26;Pagos: s/ O.Pago Nº6250 - CONTATECH;;;39.930,00;;;;-97.881.594,84;;;
      711);;;30/04/26;Compras: s/F A  Nº -00006557 - GOLAWARE S.R.L.;;;;;734.349,00;;-98.615.943,84;;;
      712);;;30/04/26;Compras: s/NC C  Nº -00000002 - YOMHA GALILEO;;;3.300.000,00;;;;-95.315.943,84;;;
      713);;;30/04/26;Compras: s/NC C  Nº -00000001 - YOMHA DANTE;;;5.800.000,00;;;;-89.515.943,84;;;
      714);;;30/04/26;Compras: s/NC C  Nº -00000001 - YOMHA FRANCO;;;5.800.000,00;;;;-83.715.943,84;;;
      718);;;30/04/26;Pagos: s/ O.Pago Nº6261 - GALENO ARGENTINA SOCIEDAD ANONIMA;;;431.484,29;;;;-83.284.459,55;;;
      719);;;30/04/26;Pagos: s/ O.Pago Nº6263 - GOLAWARE S.R.L.;;;2,15;;;;-83.284.457,40;;;
      720);;;01/05/26;Compras: s/F A  Nº -00004609 - ARQUETIPONET S.R.L.;;;;;269.297,60;;-83.553.755,00;;;
      721);;;01/05/26;Compras: s/F C  Nº -00001288 - LUCIANO ORSI;;;;;584.975,00;;-84.138.730,00;;;
      722);;;01/05/26;Compras: s/F C  Nº -00001289 - LUCIANO ORSI;;;;;693.678,00;;-84.832.408,00;;;
      723);;;01/05/26;Compras: s/F C  Nº -00001290 - LUCIANO ORSI;;;;;1.068.226,00;;-85.900.634,00;;;
      724);;;01/05/26;Compras: s/F C  Nº -00001291 - LUCIANO ORSI;;;;;925.025,00;;-86.825.659,00;;;
      725);;;01/05/26;Compras: s/F A  Nº -00000503 - DAURAT MERCEDES MARIA;;;;;6.050.000,00;;-92.875.659,00;;;
      726);;;02/05/26;Compras: s/F A  Nº -00001678 - SACCOL EMILIANO;;;;;603.548,00;;-93.479.207,00;;;
      727);;;03/05/26;Compras: s/F A  Nº -00002471 - CESAR AUGUSTO ARCARO MALITO;;;;;484.000,00;;-93.963.207,00;;;
      728);;;03/05/26;Compras: s/F A  Nº -00002472 - CESAR AUGUSTO ARCARO MALITO;;;;;1.349.722,24;;-95.312.929,24;;;
      729);;;03/05/26;Compras: s/F A  Nº -00002473 - CESAR AUGUSTO ARCARO MALITO;;;;;707.817,69;;-96.020.746,93;;;
      730);;;03/05/26;Compras: s/F A  Nº -00002474 - CESAR AUGUSTO ARCARO MALITO;;;;;2.811.258,88;;-98.832.005,81;;;
      731);;;04/05/26;Compras: s/F A  Nº -00003752 - FUNDACION CONSENSO;;;;;261.987,99;;-99.093.993,80;;;
      732);;;04/05/26;Compras: s/F A  Nº -00030317 - MINDER S A;;;;;61.610,07;;-99.155.603,87;;;
      733);;;04/05/26;Compras: s/F C  Nº -00000044 - MARIA SOLEDAD PASCALE;;;;;2.500.000,00;;-101.655.603,87;;;
      762);;;05/05/26;Compras: s/F A  Nº -00000459 - SANDJIAN & ASOCIADOS;;;;;931.700,00;;-102.587.303,87;;;
      763);;;05/05/26;Compras: s/F A  Nº -00000460 - SANDJIAN & ASOCIADOS;;;;;2.904.000,00;;-105.491.303,87;;;
      764);;;05/05/26;Compras: s/F C  Nº -00000755 - ROSETTI OMAR JORGE OCTAVIO;;;;;15.000,00;;-105.506.303,87;;;
      767);;;05/05/26;Compras: s/F A  Nº -00000461 - SANDJIAN & ASOCIADOS;;;;;1.351.600,00;;-106.857.903,87;;;
      769);;;06/05/26;Compras: s/F A  Nº -00044953 - DINAMICA COMERCIAL  SRL;;;;;21.000,00;;-106.878.903,87;;;
      770);;;06/05/26;Compras: s/F C  Nº -00000212 - RODRIGUEZ PILAR;;;;;1.961.410,00;;-108.840.313,87;;;
      772);;;07/05/26;Compras: s/F C  Nº -00000090 - KOUTOUDJIAN NATALIA INES;;;;;4.000.000,00;;-112.840.313,87;;;
      773);;;07/05/26;Compras: s/F C  Nº -00000169 - MANTESE JUAN JOSE;;;;;2.500.000,00;;-115.340.313,87;;;
      778);;;08/05/26;Pagos: s/ O.Pago Nº6264 - MANTESE JUAN JOSE;;;2.500.000,00;;;;-112.840.313,87;;;
      779);;;08/05/26;Pagos: s/ O.Pago Nº6265 - KOUTOUDJIAN NATALIA INES;;;4.000.000,00;;;;-108.840.313,87;;;
      784);;;08/05/26;Compras: s/F C  Nº -00000062 - CAU ANALIA CLAUDIA;;;;;1.650.000,00;;-110.490.313,87;;;
      785);;;08/05/26;Pagos: s/ O.Pago Nº6266 - LUCAS LEONARDO EIROS;;;3.000.000,00;;;;-107.490.313,87;;;
      787);;;11/05/26;Compras: s/F A  Nº -00000021 - FABIOLA LANDIN;;;;;726.000,00;;-108.216.313,87;;;
      788);;;11/05/26;Compras: s/F A  Nº -00004624 - ARQUETIPONET S.R.L.;;;;;156.293,72;;-108.372.607,59;;;
      789);;;11/05/26;Compras: s/F C  Nº -00000147 - MORABITO FEDERICO JAVIER;;;;;238.200,00;;-108.610.807,59;;;
      790);;;11/05/26;Compras: s/F C  Nº -00000148 - MORABITO FEDERICO JAVIER;;;;;53.800,00;;-108.664.607,59;;;
      793);;;11/05/26;Pagos: s/ O.Pago Nº6267 - TELEFONICA MOVILES ARGENT;;;199.656,15;;;;-108.464.951,44;;;
      794);;;11/05/26;Pagos: s/ O.Pago Nº6268 - ROSETTI OMAR JORGE OCTAVIO;;;15.000,00;;;;-108.449.951,44;;;
      795);;;11/05/26;Pagos: s/ O.Pago Nº6269 - CAU ANALIA CLAUDIA;;;1.650.000,00;;;;-106.799.951,44;;;
      799);;;12/05/26;Compras: s/F A  Nº -00051342 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;;;15.913,92;;-106.815.865,36;;;
      800);;;12/05/26;Compras: s/F C  Nº -00000073 - LUCAS LEONARDO EIROS;;;;;6.000.000,00;;-112.815.865,36;;;
      802);;;13/05/26;Compras: s/F C  Nº -00000032 - ANDREACCHIO RODOLFO;;;;;900.000,00;;-113.715.865,36;;;
      812);;;26/05/26;Compras: s/F A  Nº -00245325 - GALENO ARGENTINA SOCIEDAD ANONIMA;;;;;192.616,60;;-113.908.481,96;;;
;;;;;;;285.232.597,39;;399.141.079,35;;;;;
;;;;;;;;;;;;;;
02.01.01.03 - TARJETA CORP. VISA - BCO.RIO (P);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      1);;;01/01/26;Automático: Asiento de Inicio;;;;;31.094.737,73;;-31.094.737,73;;;
      63);;;05/01/26;Pago Tarjeta de Credito;;;4.215.930,00;;;;-26.878.807,73;;;
      67);;;05/01/26;Tarjeta de Credito Visa;;;;;3.418.012,23;;-30.296.819,96;;;
      242);;;02/02/26;Pago Tarjeta de Credito;;;3.457.500,00;;;;-26.839.319,96;;;
      243);;;02/02/26;Tarjeta de Credito Visa;;;;;2.277.614,02;;-29.116.933,98;;;
      381);;;02/03/26;Pago Tarjeta de Credito;;;3.004.740,00;;;;-26.112.193,98;;;
      385);;;02/03/26;Tarjeta de Credito Visa;;;;;1.860.210,53;;-27.972.404,51;;;
      595);;;06/04/26;Pago Tarjeta de Credito Visa;;;3.339.420,00;;;;-24.632.984,51;;;
      596);;;06/04/26;Tarjeta de Credito Visa;;;;;2.219.580,03;;-26.852.564,54;;;
      622);;;13/04/26;Pago Tarjeta de Credito Visa;;;10.000.000,00;;;;-16.852.564,54;;;
